Strike,Bid,Ask,Last,Volm
6400,0,0,2798,0
6500,0,0,2698,0
6600,0,0,2598,0
6700,0,0,2499,0
6800,0,0,2399,0
6900,0,0,2299,0
7000,2212,2281,2200,0
7100,2113,2182,2101,0
7200,0,0,2001,0
7300,0,0,1903,0
7400,0,0,1804,0
7500,0,0,1706,0
7600,0,0,1609,0
7700,0,0,1512,0
7800,0,0,1417,0
7900,0,0,1322,0
8000,0,0,1228,5
8100,0,0,1137,0
8200,0,0,1046,0
8300,0,0,958,0
8400,0,0,0,0
8500,0,0,0,0
8600,0,0,0,0
8700,0,0,0,0
8800,0,0,0,0
8900,0,0,0,0
9000,0,0,0,0
9100,0,0,0,0
9200,0,0,0,0
9300,0,0,0,0
9400,0,0,0,0
9500,0,0,0,0
9600,0,0,0,0
9700,0,0,0,0
9800,0,0,0,0
9900,0,0,0,0
10000,0,0,0,0
10100,0,0,0,0
10200,0,0,0,0
10300,0,0,0,0
10400,0,0,0,0
10500,0,0,0,0
10600,0,0,0,0
10700,0,0,0,0
10800,0,0,0,0
10900,0,0,0,0
11000,0,0,0,0
11100,0,0,0,0
11200,0,0,0,0
11300,0,0,0,0
11400,0,0,0,0
11500,0,0,0,0
11600,0,0,0,0
11700,0,0,0,0
11800,0,0,0,0
12000,0,0,0,0
